Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Arr_Time_Min,Arr_Time_Hour,Dep_Time_Hour,Dep_Time_Min,Day_of_Journey,Month_of_Journey
Multiple carriers,Delhi,Cochin,635,1,No info,13542,35,1.0,15,0,21,3
Jet Airways,Kolkata,Banglore,735,1,In-flight meal not included,10844,15,8.0,20,0,21,5
IndiGo,Banglore,New Delhi,165,0,No info,6144,15,4.0,1,30,3,3
Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,10262,0,19.0,14,0,27,6
Air Asia,Banglore,Delhi,165,0,No info,3383,55,13.0,11,10,6,4
Air India,Kolkata,Banglore,1615,1,No info,10413,25,20.0,17,30,9,6
Jet Airways,Kolkata,Banglore,575,1,In-flight meal not included,13994,10,19.0,9,35,9,6
Air India,Kolkata,Banglore,1045,2,No info,13143,15,23.0,5,50,21,5
Multiple carriers,Delhi,Cochin,625,1,No info,13069,50,18.0,8,25,21,3
Jet Airways,Delhi,Cochin,1045,2,No info,15129,35,12.0,19,10,27,5
GoAir,Banglore,Delhi,165,0,No info,3898,40,23.0,20,55,9,6
Jet Airways,Kolkata,Banglore,475,1,No info,13941,20,16.0,8,25,9,5
Air India,Banglore,New Delhi,1490,1,No info,6383,20,11.0,10,30,21,3
Multiple carriers,Delhi,Cochin,835,1,In-flight meal not included,10406,0,21.0,7,5,1,6
IndiGo,Delhi,Cochin,630,1,No info,5883,30,1.0,15,0,6,6
IndiGo,Delhi,Cochin,615,1,No info,6838,0,21.0,10,45,27,3
Jet Airways,Kolkata,Banglore,800,1,No info,14781,50,19.0,6,30,21,5
Jet Airways,Delhi,Cochin,520,1,In-flight meal not included,10577,25,4.0,19,45,9,6
Multiple carriers,Delhi,Cochin,565,1,No info,9646,30,22.0,13,5,15,5
Vistara,Delhi,Cochin,190,0,No info,6216,10,9.0,6,0,6,6
Jet Airways,Delhi,Cochin,195,0,No info,9564,15,14.0,11,0,12,5
Jet Airways,Kolkata,Banglore,450,1,No info,14781,40,4.0,21,10,1,5
Jet Airways,Banglore,Delhi,180,0,No info,7229,10,10.0,7,10,6,5
IndiGo,Kolkata,Banglore,165,0,No info,4148,55,0.0,22,10,9,3
Multiple carriers,Delhi,Cochin,455,1,In-flight meal not included,7268,15,19.0,11,40,27,6
Air India,Kolkata,Banglore,150,0,No info,6245,45,16.0,14,15,1,6
Jet Airways,Delhi,Cochin,1300,2,No info,13376,25,4.0,6,45,1,6
Air Asia,Banglore,Delhi,170,0,No info,4483,45,2.0,23,55,18,4
Jet Airways,Delhi,Cochin,1570,1,In-flight meal not included,11627,25,4.0,2,15,3,6
Vistara,Kolkata,Banglore,970,1,No info,13310,10,9.0,17,0,24,3
Jet Airways,Banglore,Delhi,185,0,In-flight meal not included,7754,0,22.0,18,55,21,6
IndiGo,Mumbai,Hyderabad,90,0,No info,2754,35,20.0,19,5,1,4
Air India,Delhi,Cochin,1275,2,No info,10231,15,19.0,22,0,12,6
Jet Airways,Delhi,Cochin,1615,2,In-flight meal not included,10368,35,12.0,9,40,3,6
Air India,Delhi,Cochin,1580,2,No info,11447,25,9.0,7,5,6,6
Jet Airways,Delhi,Cochin,1380,2,No info,18799,25,4.0,5,25,3,3
IndiGo,Kolkata,Banglore,155,0,No info,4462,45,17.0,15,10,9,3
Jet Airways,Kolkata,Banglore,1365,1,No info,13067,10,19.0,20,25,12,5
Jet Airways,Kolkata,Banglore,1495,1,No info,12681,50,19.0,18,55,1,4
Vistara,Chennai,Kolkata,135,0,No info,3687,20,9.0,7,5,3,6
IndiGo,Delhi,Cochin,485,1,No info,6628,35,1.0,17,30,27,3
Air India,Delhi,Cochin,600,1,No info,13832,40,7.0,21,40,9,3
IndiGo,Banglore,New Delhi,180,0,No info,6860,30,11.0,8,30,3,3
Air India,Kolkata,Banglore,1390,2,No info,10676,10,11.0,12,0,12,5
Jet Airways,Delhi,Cochin,335,1,No info,14714,25,4.0,22,50,3,6
Jet Airways,Delhi,Cochin,1395,1,In-flight meal not included,10262,0,19.0,19,45,12,6
IndiGo,Mumbai,Hyderabad,90,0,No info,2754,35,20.0,19,5,21,5
Air Asia,Kolkata,Banglore,920,1,No info,6785,55,22.0,7,35,24,3
Multiple carriers,Delhi,Cochin,570,1,No info,14067,30,1.0,16,0,21,5
Jet Airways,Delhi,Cochin,505,2,In-flight meal not included,15318,25,4.0,20,0,21,5
Jet Airways,Delhi,Cochin,610,1,In-flight meal not included,14053,25,4.0,18,15,9,3
Jet Airways,Mumbai,Hyderabad,85,0,No info,8040,30,8.0,7,5,27,6
Air India,Kolkata,Banglore,1625,2,No info,12723,55,8.0,5,50,6,6
Jet Airways,Delhi,Cochin,1355,1,In-flight meal not included,10262,35,12.0,14,0,27,6
Air Asia,Delhi,Cochin,865,1,No info,6151,10,7.0,16,45,27,3
SpiceJet,Delhi,Cochin,295,1,No info,5409,50,22.0,17,55,3,6
Vistara,Kolkata,Banglore,1440,1,No info,9345,20,20.0,20,20,21,5
Air India,Delhi,Cochin,1820,2,No info,12646,15,19.0,12,55,15,6
Jet Airways,Delhi,Cochin,1390,2,In-flight meal not included,11150,35,12.0,13,25,27,6
IndiGo,Mumbai,Hyderabad,90,0,No info,4784,25,18.0,16,55,6,3
Jet Airways,Delhi,Cochin,395,1,No info,12242,25,4.0,21,50,27,3
Air Asia,Kolkata,Banglore,720,1,No info,11323,40,10.0,22,40,9,6
Air Asia,Kolkata,Banglore,150,0,No info,4409,25,22.0,19,55,18,4
Jet Airways,Banglore,New Delhi,745,1,No info,16736,20,21.0,8,55,6,3
Air India,Mumbai,Hyderabad,75,0,No info,3100,45,20.0,19,30,27,5
Jet Airways,Delhi,Cochin,810,2,In-flight meal not included,13029,0,19.0,5,30,18,5
IndiGo,Kolkata,Banglore,150,0,No info,4804,55,16.0,14,25,12,6
Vistara,Kolkata,Banglore,790,1,No info,9555,20,20.0,7,10,24,5
Jet Airways,Delhi,Cochin,1295,1,In-flight meal not included,10262,35,12.0,15,0,27,6
Air Asia,Kolkata,Banglore,150,0,No info,5964,5,22.0,19,35,24,3
IndiGo,Delhi,Cochin,345,1,No info,6386,45,7.0,2,0,12,6
Air India,Delhi,Cochin,675,1,No info,6377,15,19.0,8,0,9,4
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3807,35,10.0,8,20,18,3
Multiple carriers,Delhi,Cochin,570,1,No info,13377,30,1.0,16,0,3,6
SpiceJet,Kolkata,Banglore,145,0,No check-in baggage included,3841,25,11.0,9,0,12,4
Air India,Kolkata,Banglore,1440,1,No info,6528,35,14.0,14,35,6,6
Air India,Mumbai,Hyderabad,80,0,No info,3100,40,7.0,6,20,24,5
Vistara,Chennai,Kolkata,135,0,No info,3687,0,10.0,7,45,24,6
Jet Airways,Banglore,New Delhi,1265,1,No info,14815,5,5.0,8,0,6,3
IndiGo,Banglore,Delhi,170,0,No info,3943,50,6.0,4,0,12,6
Jet Airways,Delhi,Cochin,450,1,No info,14714,25,4.0,20,55,12,6
SpiceJet,Kolkata,Banglore,315,1,No info,4859,20,20.0,15,5,24,4
Jet Airways,Kolkata,Banglore,510,1,In-flight meal not included,10844,35,22.0,14,5,18,5
IndiGo,Banglore,New Delhi,295,1,No info,4410,5,17.0,12,10,18,3
IndiGo,Mumbai,Hyderabad,90,0,No info,2754,5,4.0,2,35,21,5
Jet Airways,Banglore,Delhi,180,0,No info,7229,50,22.0,19,50,6,4
IndiGo,Banglore,New Delhi,170,0,No info,5694,20,2.0,23,30,9,3
Multiple carriers,Delhi,Cochin,510,1,No info,9424,30,1.0,17,0,9,5
Jet Airways,Delhi,Cochin,1395,1,In-flight meal not included,10262,0,19.0,19,45,15,6
Air India,Delhi,Cochin,865,2,No info,12199,40,7.0,17,15,9,6
Vistara,Banglore,Delhi,170,0,No info,4668,20,14.0,11,30,6,5
Jet Airways,Banglore,New Delhi,1140,1,In-flight meal not included,7832,45,0.0,5,45,21,3
SpiceJet,Banglore,New Delhi,175,0,No info,4945,30,12.0,9,35,21,3
Air India,Banglore,New Delhi,2420,2,No info,11791,10,22.0,5,50,3,3
SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,3841,30,9.0,6,55,12,4
GoAir,Banglore,Delhi,165,0,No info,4239,40,23.0,20,55,3,4
Jet Airways,Banglore,New Delhi,640,1,No info,14815,45,0.0,14,5,6,3
Jet Airways,Delhi,Cochin,560,2,No info,13014,0,19.0,9,40,9,6
Multiple carriers,Delhi,Cochin,520,1,No info,11789,0,19.0,10,20,9,6
Jet Airways,Kolkata,Banglore,540,1,In-flight meal not included,10031,45,4.0,19,45,24,3
Air India,Kolkata,Banglore,1915,2,No info,13616,20,17.0,9,25,15,5
Multiple carriers,Delhi,Cochin,395,1,No info,6838,35,1.0,19,0,21,3
Jet Airways,Banglore,Delhi,180,0,No info,7229,45,20.0,17,45,24,5
IndiGo,Banglore,Delhi,165,0,No info,4990,50,8.0,6,5,12,4
GoAir,Delhi,Cochin,355,1,No info,5752,55,12.0,7,0,27,5
Multiple carriers,Delhi,Cochin,625,2,No info,18191,30,1.0,15,5,9,5
Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,10539,45,9.0,20,25,12,6
Air Asia,Delhi,Cochin,865,1,No info,8327,10,7.0,16,45,9,3
Jet Airways,Kolkata,Banglore,510,1,In-flight meal not included,10844,35,22.0,14,5,24,5
SpiceJet,Kolkata,Banglore,140,0,No info,3873,40,0.0,22,20,12,6
Jet Airways,Banglore,New Delhi,780,1,No info,13555,25,10.0,21,25,18,3
Jet Airways,Kolkata,Banglore,1335,1,In-flight meal not included,10844,15,18.0,20,0,24,5
Vistara,Banglore,Delhi,170,0,No info,5403,50,23.0,21,0,1,4
Air India,Kolkata,Banglore,155,0,No info,4145,20,23.0,20,45,21,5
Jet Airways,Delhi,Cochin,1425,1,In-flight meal not included,10577,0,19.0,19,15,9,6
Air India,Delhi,Cochin,1420,2,No info,9925,25,9.0,9,45,9,5
IndiGo,Mumbai,Hyderabad,90,0,No info,2754,35,20.0,19,5,15,6
Air India,Kolkata,Banglore,1700,1,No info,7662,5,21.0,16,45,9,5
Jet Airways,Mumbai,Hyderabad,815,1,No info,22294,35,16.0,3,0,12,3
IndiGo,Banglore,New Delhi,170,0,No info,6144,50,15.0,13,0,15,3
Jet Airways,Mumbai,Hyderabad,1260,2,No info,24210,50,16.0,19,50,6,3
Multiple carriers,Delhi,Cochin,755,1,No info,12327,35,1.0,13,0,27,3
SpiceJet,Mumbai,Hyderabad,80,0,No info,2437,30,14.0,13,10,18,3
SpiceJet,Mumbai,Hyderabad,90,0,No info,2753,15,7.0,5,45,12,6
Jet Airways,Kolkata,Banglore,840,1,No info,14151,35,23.0,9,35,21,5
Vistara,Chennai,Kolkata,140,0,No info,11982,5,20.0,17,45,21,6
IndiGo,Delhi,Cochin,565,2,No info,9413,20,21.0,11,55,3,3
Air India,Delhi,Cochin,1560,2,No info,13022,15,19.0,17,15,15,5
GoAir,Kolkata,Banglore,475,1,No info,3673,35,14.0,6,40,9,6
Jet Airways,Delhi,Cochin,365,1,No info,15764,25,4.0,22,20,6,3
Jet Airways,Delhi,Cochin,910,2,No info,12609,35,12.0,21,25,24,6
Jet Airways Business,Banglore,New Delhi,280,1,Business class,57209,25,14.0,9,45,1,3
Vistara,Banglore,Delhi,170,0,No info,5613,35,12.0,9,45,6,4
Multiple carriers,Delhi,Cochin,870,1,No info,6630,15,19.0,4,45,21,3
Jet Airways,Mumbai,Hyderabad,90,0,No info,5678,5,21.0,19,35,27,6
Jet Airways,Banglore,New Delhi,530,1,In-flight meal not included,7045,40,7.0,22,50,21,3
IndiGo,Kolkata,Banglore,155,0,No info,4148,55,16.0,14,20,9,3
Air India,Banglore,New Delhi,745,1,No info,11003,55,22.0,10,30,3,3
Air India,Delhi,Cochin,1640,1,No info,7480,25,9.0,6,5,18,5
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,0.0,22,15,12,5
Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,4050,20,4.0,2,55,12,5
Air India,Banglore,Delhi,165,0,No info,6961,45,12.0,10,0,27,6
Jet Airways,Delhi,Cochin,1620,1,In-flight meal not included,10262,0,19.0,16,0,3,6
Air Asia,Banglore,Delhi,170,0,No info,3383,45,2.0,23,55,12,6
Air India,Delhi,Cochin,1590,1,No info,8119,0,23.0,20,30,9,3
Jet Airways,Delhi,Cochin,1005,1,No info,14714,0,19.0,2,15,6,6
Multiple carriers,Delhi,Cochin,780,1,No info,13259,0,19.0,6,0,3,6
GoAir,Banglore,New Delhi,175,0,No info,7222,40,10.0,7,45,3,3
Air Asia,Delhi,Cochin,865,1,No info,7353,10,7.0,16,45,9,5
Jet Airways,Kolkata,Banglore,665,1,No info,14178,15,8.0,21,10,24,5
Jet Airways,Banglore,New Delhi,1325,1,No info,26890,5,5.0,7,0,1,3
Air India,Mumbai,Hyderabad,75,0,No info,3625,45,20.0,19,30,12,5
Multiple carriers,Delhi,Cochin,455,1,No info,9001,15,19.0,11,40,3,6
Air India,Kolkata,Banglore,155,0,No info,4145,20,23.0,20,45,27,5
Jet Airways,Delhi,Cochin,425,2,In-flight meal not included,15544,35,12.0,5,30,9,5
SpiceJet,Mumbai,Hyderabad,90,0,No info,2017,45,14.0,13,15,15,6
Air India,Kolkata,Banglore,1165,2,No info,14424,25,5.0,10,0,15,5
GoAir,Kolkata,Banglore,155,0,No info,3514,55,17.0,15,20,15,6
IndiGo,Delhi,Cochin,415,1,No info,6628,30,1.0,18,35,27,5
Jet Airways,Delhi,Cochin,1760,2,No info,15339,25,4.0,23,5,15,6
Air India,Banglore,New Delhi,165,0,No info,7591,55,23.0,21,10,9,3
Jet Airways,Delhi,Cochin,1015,1,In-flight meal not included,10262,25,4.0,11,30,1,6
Jet Airways,Kolkata,Banglore,590,1,In-flight meal not included,10844,20,16.0,6,30,21,5
Jet Airways,Delhi,Cochin,1125,2,No info,13014,25,4.0,9,40,6,6
Air India,Kolkata,Banglore,1700,1,No info,7872,5,21.0,16,45,18,5
IndiGo,Delhi,Cochin,195,0,No info,6541,40,17.0,14,25,15,5
Air India,Banglore,New Delhi,985,1,No info,6987,20,23.0,6,55,15,3
IndiGo,Banglore,Delhi,175,0,No info,4823,50,21.0,18,55,1,6
Air India,Banglore,Delhi,180,0,No info,6961,45,8.0,5,45,21,5
Jet Airways,Kolkata,Banglore,705,1,In-flight meal not included,9899,15,18.0,6,30,12,6
Jet Airways,Banglore,New Delhi,375,1,No info,12295,0,16.0,9,45,12,3
Air India,Kolkata,Banglore,1555,2,No info,6117,5,11.0,9,10,12,6
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3543,0,12.0,9,45,1,5
Air India,Delhi,Cochin,1595,2,No info,12646,15,19.0,16,40,6,3
SpiceJet,Banglore,Delhi,175,0,No check-in baggage included,3919,5,0.0,21,10,18,5
Air India,Banglore,New Delhi,1425,1,No info,6982,35,11.0,11,50,15,3
Vistara,Kolkata,Banglore,1545,1,No info,13100,45,18.0,17,0,24,3
Jet Airways,Delhi,Cochin,600,1,No info,16079,0,19.0,9,0,27,5
Multiple carriers,Delhi,Cochin,755,1,No info,13082,15,19.0,6,40,9,3
Air India,Banglore,Delhi,170,0,No info,6121,10,16.0,13,20,3,5
IndiGo,Banglore,Delhi,180,0,No info,4823,55,19.0,16,55,12,6
Jet Airways,Kolkata,Banglore,585,1,No info,13941,40,4.0,18,55,18,5
Jet Airways,Banglore,Delhi,185,0,In-flight meal not included,4544,0,22.0,18,55,3,4
Air India,Kolkata,Banglore,155,0,No info,4145,20,23.0,20,45,15,4
SpiceJet,Banglore,Delhi,175,0,No check-in baggage included,3919,5,0.0,21,10,6,4
Vistara,Chennai,Kolkata,140,0,No info,11982,5,20.0,17,45,1,6
IndiGo,Delhi,Cochin,325,1,No info,5636,25,7.0,2,0,27,6
Air India,Delhi,Cochin,1595,2,No info,8656,15,19.0,16,40,27,3
Jet Airways,Kolkata,Banglore,365,1,In-flight meal not included,10844,35,22.0,16,30,12,5
Multiple carriers,Delhi,Cochin,545,1,No info,9856,10,16.0,7,5,24,6
IndiGo,Banglore,Delhi,170,0,No info,3943,50,6.0,4,0,9,4
Air India,Banglore,New Delhi,920,2,No info,11570,45,8.0,17,25,3,3
Air Asia,Kolkata,Banglore,150,0,No info,4409,25,22.0,19,55,12,4
Air India,Delhi,Cochin,180,0,No info,6934,10,17.0,14,10,1,6
Jet Airways,Banglore,New Delhi,690,1,No info,13817,25,10.0,22,55,12,3
Jet Airways,Kolkata,Banglore,1450,1,No info,12121,45,9.0,9,35,9,5
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,19.0,17,15,18,6
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,5769,20,11.0,8,20,12,6
SpiceJet,Kolkata,Banglore,150,0,No info,4174,25,17.0,14,55,18,5
SpiceJet,Banglore,New Delhi,175,0,No info,6309,30,12.0,9,35,24,3
SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,1965,15,7.0,5,45,18,5
Multiple carriers,Delhi,Cochin,835,1,In-flight meal not included,10406,0,21.0,7,5,27,5
Air India,Kolkata,Banglore,245,1,No info,8996,15,13.0,9,10,12,5
Jet Airways,Kolkata,Banglore,590,1,In-flight meal not included,10844,15,18.0,8,25,1,5
Multiple carriers,Delhi,Cochin,435,1,No info,13377,30,1.0,18,15,27,6
SpiceJet,Kolkata,Banglore,435,1,No info,8479,50,18.0,11,35,1,5
Jet Airways,Banglore,New Delhi,860,1,No info,31825,0,9.0,18,40,1,3
GoAir,Banglore,New Delhi,175,0,No info,5706,50,23.0,20,55,24,3
Jet Airways,Banglore,New Delhi,1235,1,No info,12284,15,8.0,11,40,18,3
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,4544,20,11.0,8,20,24,4
Jet Airways,Delhi,Cochin,440,1,In-flight meal not included,6017,50,18.0,11,30,27,3
Jet Airways,Kolkata,Banglore,475,1,No info,14781,20,16.0,8,25,21,5
Air India,Delhi,Cochin,1820,2,No info,12646,15,19.0,12,55,6,6
IndiGo,Chennai,Kolkata,145,0,No info,3858,0,14.0,11,35,9,6
SpiceJet,Delhi,Cochin,295,1,No info,4957,50,22.0,17,55,1,4
Jet Airways,Delhi,Cochin,1145,1,In-flight meal not included,10262,35,12.0,17,30,24,6
Jet Airways,Kolkata,Banglore,1660,1,In-flight meal not included,10031,25,23.0,19,45,24,3
Jet Airways,Kolkata,Banglore,865,1,No info,14388,20,9.0,18,55,12,5
Jet Airways,Kolkata,Banglore,1660,1,In-flight meal not included,10844,35,22.0,18,55,15,5
Jet Airways,Delhi,Cochin,1475,2,In-flight meal not included,8882,45,19.0,19,10,27,3
Jet Airways,Delhi,Cochin,1615,2,No info,13014,35,12.0,9,40,24,6
Air India,Kolkata,Banglore,545,1,No info,8366,30,18.0,9,25,6,6
IndiGo,Delhi,Cochin,195,0,No info,6015,40,17.0,14,25,1,6
Jet Airways,Delhi,Cochin,2860,2,No info,20694,50,18.0,19,10,6,3
Jet Airways,Delhi,Cochin,705,1,No info,17024,50,18.0,7,5,3,3
Multiple carriers,Delhi,Cochin,465,1,No info,14762,20,22.0,14,35,1,3
Air India,Mumbai,Hyderabad,80,0,No info,3625,40,7.0,6,20,1,5
IndiGo,Mumbai,Hyderabad,90,0,No info,2227,35,21.0,20,5,18,3
IndiGo,Kolkata,Banglore,165,0,No info,4804,20,12.0,9,35,24,4
Jet Airways,Mumbai,Hyderabad,85,0,No info,5678,20,4.0,2,55,9,6
Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,2470,35,8.0,7,10,24,3
Jet Airways,Banglore,New Delhi,405,1,No info,12284,25,18.0,11,40,18,3
IndiGo,Banglore,Delhi,170,0,No info,3419,0,1.0,22,10,12,6
Jet Airways,Delhi,Cochin,805,1,No info,12767,25,4.0,15,0,21,3
Vistara,Banglore,Delhi,170,0,No info,4668,50,23.0,21,0,18,5
SpiceJet,Banglore,Delhi,175,0,No info,3625,5,0.0,21,10,15,5
SpiceJet,Chennai,Kolkata,135,0,No info,3597,0,12.0,9,45,27,5
IndiGo,Kolkata,Banglore,150,0,No info,5224,45,17.0,15,15,21,4
IndiGo,Delhi,Cochin,320,1,No info,6147,25,22.0,17,5,15,6
Jet Airways,Banglore,Delhi,175,0,No info,8016,45,18.0,15,50,18,6
Air India,Kolkata,Banglore,1390,2,No info,11148,10,11.0,12,0,1,5
Jet Airways,Delhi,Cochin,830,2,No info,13376,25,4.0,14,35,15,6
Air India,Delhi,Cochin,1485,2,No info,12488,15,19.0,18,30,12,6
Jet Airways,Delhi,Cochin,805,1,In-flight meal not included,6017,25,4.0,15,0,21,3
IndiGo,Banglore,Delhi,170,0,No info,4823,20,11.0,8,30,15,6
Air India,Delhi,Cochin,1420,1,No info,7532,25,9.0,9,45,21,3
Air India,Kolkata,Banglore,1210,2,No info,11432,35,5.0,9,25,9,6
Vistara,Banglore,Delhi,165,0,No info,5088,15,22.0,19,30,6,6
SpiceJet,Delhi,Cochin,310,1,No info,5351,20,11.0,6,10,27,3
Vistara,Kolkata,Banglore,975,1,No info,8610,25,23.0,7,10,12,6
Jet Airways,Delhi,Cochin,1365,2,In-flight meal not included,17271,25,4.0,5,40,6,3
Jet Airways,Kolkata,Banglore,1285,1,In-flight meal not included,9314,25,14.0,17,0,21,5
SpiceJet,Kolkata,Banglore,140,0,No info,3847,40,0.0,22,20,27,3
Air India,Delhi,Cochin,615,1,No info,8372,15,19.0,9,0,15,5
Multiple carriers,Delhi,Cochin,505,1,No info,10877,0,19.0,10,35,15,6
SpiceJet,Banglore,Delhi,170,0,No info,4423,20,12.0,9,30,12,5
IndiGo,Chennai,Kolkata,145,0,No info,6297,30,0.0,22,5,15,3
Vistara,Delhi,Cochin,190,0,No info,6216,50,17.0,14,40,27,6
Multiple carriers,Delhi,Cochin,660,1,No info,7933,0,21.0,10,0,6,6
Multiple carriers,Delhi,Cochin,460,1,No info,10678,35,12.0,4,55,15,6
SpiceJet,Mumbai,Hyderabad,85,0,No info,2017,10,0.0,22,45,18,3
IndiGo,Delhi,Cochin,195,0,No info,5000,35,17.0,14,20,18,6
Air India,Delhi,Cochin,800,2,No info,18736,15,19.0,5,55,9,3
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,4030,10,10.0,7,10,1,5
Jet Airways,Delhi,Cochin,1025,2,In-flight meal not included,10368,35,12.0,19,30,18,5
Jet Airways,Kolkata,Banglore,1010,1,In-flight meal not included,9663,20,9.0,16,30,6,5
Vistara,Banglore,Delhi,165,0,No info,5613,15,22.0,19,30,15,4
Jet Airways,Kolkata,Banglore,1090,1,In-flight meal not included,7757,15,8.0,14,5,9,5
IndiGo,Delhi,Cochin,515,1,No info,6442,10,16.0,7,35,15,6
IndiGo,Mumbai,Hyderabad,90,0,No info,2754,35,20.0,19,5,6,5
Air India,Banglore,New Delhi,165,0,No info,3758,55,8.0,6,10,24,3
Air Asia,Delhi,Cochin,870,1,No info,6152,25,22.0,7,55,12,6
Multiple carriers,Delhi,Cochin,840,1,No info,7618,0,21.0,7,0,21,3
Air India,Delhi,Cochin,1410,2,No info,12646,15,19.0,19,45,3,3
Jet Airways,Kolkata,Banglore,510,1,No info,14781,35,22.0,14,5,15,5
Multiple carriers,Delhi,Cochin,930,1,No info,13377,30,1.0,10,0,27,6
Jet Airways,Delhi,Cochin,195,0,No info,9564,15,14.0,11,0,27,5
GoAir,Banglore,New Delhi,175,0,No info,6113,35,14.0,11,40,15,3
Air India,Banglore,New Delhi,1600,2,2 Long layover,26480,25,9.0,6,45,1,3
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,5769,10,10.0,7,10,12,6
SpiceJet,Mumbai,Hyderabad,80,0,No info,1759,5,7.0,5,45,27,3
IndiGo,Delhi,Cochin,500,1,No info,5883,30,1.0,17,10,12,6
Air India,Banglore,Delhi,165,0,No info,5176,45,12.0,10,0,3,4
IndiGo,Kolkata,Banglore,165,0,No info,4804,10,23.0,20,25,27,6
GoAir,Banglore,Delhi,170,0,No info,3398,30,14.0,11,40,21,6
Air India,Kolkata,Banglore,1195,2,No info,9416,55,7.0,12,0,24,5
SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,3841,30,9.0,6,55,21,6
Jet Airways,Delhi,Cochin,1325,1,In-flight meal not included,10262,0,19.0,20,55,27,6
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,0.0,22,15,24,6
Jet Airways,Delhi,Cochin,620,1,In-flight meal not included,5177,35,12.0,2,15,3,4
IndiGo,Mumbai,Hyderabad,95,0,No info,2437,40,21.0,20,5,9,5
GoAir,Delhi,Cochin,440,1,No info,8422,20,13.0,6,0,9,3
Multiple carriers,Delhi,Cochin,780,1,No info,13797,0,21.0,8,0,24,6
Jet Airways,Delhi,Cochin,1125,2,In-flight meal not included,10368,25,4.0,9,40,6,6
IndiGo,Delhi,Cochin,500,1,No info,7081,30,1.0,17,10,18,5
IndiGo,Delhi,Cochin,675,1,No info,8513,10,16.0,4,55,3,3
Jet Airways,Banglore,Delhi,180,0,No info,7229,10,10.0,7,10,12,4
Air India,Banglore,New Delhi,240,1,No info,6273,15,12.0,8,15,3,3
Air India,Mumbai,Hyderabad,85,0,No info,3100,25,16.0,15,0,9,6
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,0.0,22,15,18,6
Jet Airways,Banglore,New Delhi,160,0,No info,7229,35,22.0,19,55,24,3
SpiceJet,Kolkata,Banglore,145,0,No check-in baggage included,3841,25,11.0,9,0,18,4
Jet Airways,Kolkata,Banglore,735,1,In-flight meal not included,8586,15,8.0,20,0,18,5
Multiple carriers,Delhi,Cochin,630,1,No info,11200,0,19.0,8,30,15,6
Multiple carriers,Delhi,Cochin,375,1,No info,17267,20,13.0,7,5,6,3
Jet Airways,Kolkata,Banglore,910,1,In-flight meal not included,8586,5,10.0,18,55,9,5
Air India,Kolkata,Banglore,765,2,No info,11432,35,5.0,16,50,9,5
Air India,Delhi,Cochin,1470,2,No info,12940,15,19.0,18,45,1,6
IndiGo,Mumbai,Hyderabad,85,0,No info,12475,45,22.0,21,20,1,3
Jet Airways,Kolkata,Banglore,340,1,In-flight meal not included,11134,35,22.0,16,55,24,3
IndiGo,Kolkata,Banglore,165,0,No info,5644,20,12.0,9,35,18,4
Multiple carriers,Delhi,Cochin,455,1,No info,10877,0,19.0,11,25,12,6
Jet Airways,Banglore,Delhi,165,0,No info,7229,45,8.0,6,0,21,4
Jet Airways,Kolkata,Banglore,1545,1,In-flight meal not included,8586,15,18.0,16,30,9,5
Jet Airways,Delhi,Cochin,810,2,In-flight meal not included,10368,0,19.0,5,30,12,6
Air India,Delhi,Cochin,1595,2,No info,9863,15,19.0,16,40,1,6
IndiGo,Kolkata,Banglore,330,1,No info,4864,40,12.0,7,10,12,6
Air Asia,Kolkata,Banglore,150,0,No info,4384,5,22.0,19,35,12,3
Air India,Delhi,Cochin,1490,2,No info,13591,40,7.0,6,50,18,5
Jet Airways,Kolkata,Banglore,575,1,In-flight meal not included,12384,10,19.0,9,35,15,5
Jet Airways,Delhi,Cochin,805,1,In-flight meal not included,12373,25,4.0,15,0,18,5
Jet Airways,Delhi,Cochin,810,2,In-flight meal not included,10368,0,19.0,5,30,6,6
Air India,Kolkata,Banglore,1840,2,No info,12723,30,12.0,5,50,1,5
Jet Airways,Delhi,Cochin,1250,1,No info,12242,50,18.0,22,0,21,3
Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,5769,5,14.0,11,10,12,6
IndiGo,Delhi,Cochin,810,1,No info,7006,0,21.0,7,30,21,5
Air India,Delhi,Cochin,1335,1,No info,8372,15,19.0,21,0,27,5
Jet Airways,Kolkata,Banglore,1155,1,No info,14178,20,9.0,14,5,24,5
