,Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Arr_Time_Min,Arr_Time_Hour,Dep_Time_Hour,Dep_Time_Min
9418,Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1590,1,In-flight meal not included,11087,30,9.0,7,0
9419,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,520,1,No info,9794,0,19.0,10,20
9420,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,730,1,No info,14388,20,9.0,21,10
9421,IndiGo,12/03/2019,Kolkata,Banglore,CCU → BLR,160,0,No info,4148,5,0.0,21,25
9422,Air India,3/03/2019,Delhi,Cochin,DEL → BHO → BOM → COK,1395,2,No info,17266,15,19.0,20,0
9423,Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,745,1,No info,7893,55,8.0,20,30
9424,Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,180,0,No info,7229,50,22.0,19,50
9425,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,835,1,In-flight meal not included,9930,0,21.0,7,5
9426,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,845,1,No info,18286,35,1.0,11,30
9427,Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,7229,50,22.0,19,50
9428,Vistara,24/06/2019,Delhi,Cochin,DEL → COK,190,0,No info,6216,10,9.0,6,0
9429,Air Asia,6/06/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4282,45,7.0,4,55
9430,IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,275,1,No info,5054,10,12.0,7,35
9431,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,715,1,In-flight meal not included,10262,0,19.0,7,5
9432,Air Asia,6/06/2019,Delhi,Cochin,DEL → BLR → COK,340,1,No info,11410,25,22.0,16,45
9433,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,705,1,No info,14571,15,18.0,6,30
9434,GoAir,24/06/2019,Delhi,Cochin,DEL → AMD → COK,370,1,No info,4692,35,13.0,7,25
9435,Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,830,2,In-flight meal not included,10919,25,4.0,14,35
9436,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,685,1,In-flight meal not included,10844,50,19.0,8,25
9437,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1220,1,In-flight meal not included,10844,20,16.0,20,0
9438,Air India,9/05/2019,Delhi,Cochin,DEL → COK,180,0,No info,6094,10,17.0,14,10
9439,Vistara,1/06/2019,Delhi,Cochin,DEL → COK,190,0,No info,6741,50,17.0,14,40
9440,Air India,1/06/2019,Delhi,Cochin,DEL → MAA → COK,1420,1,No info,8372,25,9.0,9,45
9441,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,575,1,No info,14067,50,11.0,2,15
9442,IndiGo,3/03/2019,Delhi,Cochin,DEL → HYD → COK,825,1,No info,10236,20,22.0,8,35
9443,Air India,3/06/2019,Delhi,Cochin,DEL → MAA → COK,765,1,No info,7480,25,9.0,20,40
9444,Multiple carriers,9/03/2019,Delhi,Cochin,DEL → HYD → COK,385,1,No info,8386,10,16.0,9,45
9445,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,830,1,No info,6795,30,1.0,11,40
9446,Air Asia,15/05/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4409,55,12.0,10,20
9447,IndiGo,9/05/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,3597,55,21.0,19,35
9448,Air India,15/06/2019,Banglore,Delhi,BLR → DEL,165,0,No info,6961,55,8.0,6,10
9449,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,395,1,No info,12692,35,23.0,17,0
9450,Air India,12/03/2019,Mumbai,Hyderabad,BOM → HYD,75,0,No info,4307,45,20.0,19,30
9451,Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,4030,20,11.0,8,20
9452,Air India,18/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,805,2,No info,15957,15,23.0,9,50
9453,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,755,1,In-flight meal not included,7832,25,11.0,22,50
9454,Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → COK → TRV → BLR,1470,3,No info,12954,30,10.0,10,0
9455,Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1760,2,In-flight meal not included,11150,25,4.0,23,5
9456,IndiGo,12/03/2019,Mumbai,Hyderabad,BOM → HYD,85,0,No info,4049,45,7.0,6,20
9457,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,570,1,In-flight meal not included,9134,15,15.0,5,45
9458,Air Asia,1/05/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,4409,20,1.0,22,50
9459,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,510,1,No info,14781,35,22.0,14,5
9460,Air India,24/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,5228,55,23.0,21,5
9461,SpiceJet,21/05/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,3597,5,20.0,17,45
9462,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,615,1,No info,6795,30,1.0,15,15
9463,Air Asia,18/06/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,3807,20,1.0,22,50
9464,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,425,1,No info,14781,35,23.0,16,30
9465,Air India,9/05/2019,Delhi,Cochin,DEL → BOM → COK,615,1,No info,8372,15,19.0,9,0
9466,IndiGo,24/06/2019,Delhi,Cochin,DEL → COK,195,0,No info,5000,35,17.0,14,20
9467,Vistara,1/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,5403,35,12.0,9,45
9468,IndiGo,3/03/2019,Delhi,Cochin,DEL → HYD → COK,625,1,No info,11600,20,22.0,11,55
9469,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,630,1,No info,8476,15,19.0,8,45
9470,Air India,15/03/2019,Banglore,New Delhi,BLR → VGA → HYD → DEL,655,2,No info,6593,25,21.0,10,30
9471,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,170,0,No info,7648,45,19.0,16,55
9472,Vistara,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,700,1,No info,9345,50,18.0,7,10
9473,Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,No info,15129,25,4.0,9,40
9474,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,385,1,In-flight meal not included,7268,15,19.0,12,50
9475,Jet Airways,6/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,In-flight meal not included,3210,5,21.0,19,35
9476,IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,7295,55,21.0,19,35
9477,IndiGo,27/06/2019,Delhi,Cochin,DEL → HYD → COK,425,1,No info,6442,10,12.0,5,5
9478,IndiGo,6/05/2019,Kolkata,Banglore,CCU → HYD → BLR,265,1,No info,3809,45,23.0,19,20
9479,Air India,01/03/2019,Banglore,New Delhi,BLR → CCU → BBI → DEL,630,2,Change airports,15119,20,16.0,5,50
9480,GoAir,9/06/2019,Delhi,Cochin,DEL → BOM → COK,310,1,No info,9069,35,19.0,14,25
9481,IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3943,0,13.0,10,10
9482,Air India,9/06/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,1345,2,No info,12534,25,5.0,7,0
9483,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,600,1,No info,13714,0,19.0,9,0
9484,Air India,21/03/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,2280,3,No info,9128,15,19.0,5,15
9485,IndiGo,21/05/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2227,50,22.0,21,20
9486,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1595,1,In-flight meal not included,10844,35,22.0,20,0
9487,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,730,1,No info,13941,40,4.0,16,30
9488,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,570,1,In-flight meal not included,7832,15,15.0,5,45
9489,GoAir,12/06/2019,Banglore,Delhi,BLR → DEL,175,0,No info,3419,40,10.0,7,45
9490,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1480,1,No info,14151,5,21.0,20,25
9491,IndiGo,3/04/2019,Delhi,Cochin,DEL → HYD → COK,275,1,No info,5073,10,12.0,7,35
9492,Vistara,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,965,1,No info,9922,5,9.0,17,0
9493,IndiGo,24/03/2019,Chennai,Kolkata,MAA → CCU,135,0,No info,4752,35,15.0,13,20
9494,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,615,1,In-flight meal not included,10197,15,19.0,9,0
9495,Air India,12/06/2019,Banglore,Delhi,BLR → DEL,165,0,No info,6961,45,12.0,10,0
9496,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,480,1,No info,17493,0,21.0,13,0
9497,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,835,1,No info,13587,0,21.0,7,5
9498,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,745,1,In-flight meal not included,10262,25,4.0,16,0
9499,Air India,21/05/2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,1105,2,No info,15107,55,8.0,14,30
9500,Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1065,1,No info,8452,45,10.0,17,0
9501,Air India,21/06/2019,Mumbai,Hyderabad,BOM → HYD,80,0,No info,3100,25,22.0,21,5
9502,IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,175,0,No info,4823,5,10.0,7,10
9503,Air Asia,21/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4483,45,2.0,23,55
9504,Air India,18/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,920,2,No info,13243,20,1.0,10,0
9505,IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,845,1,No info,5684,30,1.0,11,25
9506,Jet Airways,3/04/2019,Mumbai,Hyderabad,BOM → HYD,90,0,In-flight meal not included,3205,50,11.0,10,20
9507,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,1105,1,In-flight meal not included,10262,25,4.0,10,0
9508,IndiGo,21/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4823,50,22.0,20,0
9509,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,360,1,No info,15554,0,19.0,13,0
9510,IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3943,50,6.0,4,0
9511,Vistara,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,745,1,No info,12080,55,19.0,7,30
9512,Air Asia,27/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3383,45,2.0,23,55
9513,SpiceJet,18/03/2019,Mumbai,Hyderabad,BOM → HYD,80,0,No info,2437,5,7.0,5,45
9514,SpiceJet,1/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No check-in baggage included,1965,15,0.0,22,45
9515,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,695,1,In-flight meal not included,7832,25,10.0,22,50
9516,IndiGo,9/06/2019,Delhi,Cochin,DEL → HYD → COK,560,1,No info,6442,10,16.0,6,50
9517,Air India,15/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,1625,2,No info,12723,55,8.0,5,50
9518,Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,175,0,No info,8016,10,18.0,15,15
9519,Jet Airways,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,910,2,In-flight meal not included,10199,35,12.0,21,25
9520,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,1395,1,No info,10842,10,9.0,9,55
9521,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,490,1,No info,7005,0,21.0,12,50
9522,Air Asia,3/05/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4409,55,12.0,10,20
9523,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,730,1,No info,13364,20,9.0,21,10
9524,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,570,1,No info,13377,30,1.0,16,0
9525,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,395,1,In-flight meal not included,10262,25,4.0,21,50
9526,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,425,1,In-flight meal not included,10844,35,23.0,16,30
9527,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,590,1,No info,14571,20,16.0,6,30
9528,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,1925,2,No info,19329,50,18.0,10,45
9529,Air India,21/03/2019,Banglore,New Delhi,BLR → HYD → DEL,895,1,No info,4943,10,23.0,8,15
9530,Jet Airways,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1760,2,No info,15129,25,4.0,23,5
9531,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,560,2,No info,15129,0,19.0,9,40
9532,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,1500,1,In-flight meal not included,10539,0,18.0,17,0
9533,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,1525,1,In-flight meal not included,10031,35,22.0,21,10
9534,Multiple carriers,24/05/2019,Delhi,Cochin,DEL → BOM → COK,465,1,No info,9140,30,1.0,17,45
9535,Air Asia,27/04/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,4409,20,1.0,22,50
9536,IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3419,0,1.0,22,10
9537,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → HYD → COK,385,1,No info,9646,10,16.0,9,45
9538,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1690,1,No info,13584,15,18.0,14,5
9539,Air India,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1600,2,No info,11806,40,7.0,5,0
9540,GoAir,1/04/2019,Delhi,Cochin,DEL → AMD → COK,370,1,No info,4563,35,13.0,7,25
9541,Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,1395,2,In-flight meal not included,9412,25,4.0,5,10
9542,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,395,1,In-flight meal not included,12898,25,4.0,21,50
9543,Vistara,27/04/2019,Delhi,Cochin,DEL → COK,190,0,No info,6216,50,17.0,14,40
9544,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,925,1,In-flight meal not included,12898,25,4.0,13,0
9545,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,1210,1,In-flight meal not included,10262,0,19.0,22,50
9546,Air India,01/03/2019,Banglore,New Delhi,BLR → DEL,170,0,No info,12526,10,16.0,13,20
9547,Air India,6/03/2019,Delhi,Cochin,DEL → TRV → COK,1535,1,No info,11522,50,6.0,5,15
9548,Jet Airways,12/06/2019,Mumbai,Hyderabad,BOM → HYD,85,0,No info,5678,20,4.0,2,55
9549,Vistara,09/03/2019,Banglore,New Delhi,BLR → DEL,160,0,No info,9918,10,14.0,11,30
9550,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,665,1,No info,14781,15,8.0,21,10
9551,Air India,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,2295,2,No info,8026,15,19.0,5,0
9552,Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,170,0,No info,7276,10,16.0,13,20
9553,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,590,1,In-flight meal not included,7064,15,18.0,8,25
9554,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,480,1,No info,13062,0,21.0,13,0
9555,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,570,1,No info,12537,0,21.0,11,30
9556,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,350,1,No info,21934,45,0.0,18,55
9557,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,360,1,In-flight meal not included,10262,0,19.0,13,0
9558,Vistara,3/06/2019,Banglore,Delhi,BLR → DEL,155,0,No info,4878,35,19.0,17,0
9559,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,300,1,No info,14714,0,19.0,14,0
9560,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,495,1,In-flight meal not included,9134,15,15.0,7,0
9561,IndiGo,1/04/2019,Banglore,Delhi,BLR → DEL,180,0,No info,4823,55,19.0,16,55
9562,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → HYD → COK,540,1,In-flight meal not included,6093,10,16.0,7,10
9563,SpiceJet,3/06/2019,Chennai,Kolkata,MAA → CCU,135,0,No info,3597,35,10.0,8,20
9564,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,420,1,No info,13727,0,21.0,14,0
9565,IndiGo,1/04/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4174,5,14.0,11,30
9566,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,450,1,In-flight meal not included,10262,0,19.0,11,30
9567,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,520,1,No info,11789,0,19.0,10,20
9568,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,800,1,In-flight meal not included,8586,15,8.0,18,55
9569,Air India,01/03/2019,Banglore,New Delhi,BLR → CCU → BBI → HYD → DEL,1620,3,No info,13081,50,8.0,5,50
9570,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1630,1,In-flight meal not included,9314,35,23.0,20,25
9571,Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,5678,5,21.0,19,35
9572,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,540,1,In-flight meal not included,11924,0,19.0,10,0
9573,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,1630,1,No info,12692,35,23.0,20,25
9574,Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,185,0,In-flight meal not included,6478,0,22.0,18,55
9575,IndiGo,15/05/2019,Kolkata,Banglore,CCU → MAA → BLR,240,1,No info,4226,20,10.0,6,20
9576,IndiGo,9/03/2019,Delhi,Cochin,DEL → BBI → COK,355,1,No info,11532,30,8.0,2,35
9577,Air India,6/03/2019,Chennai,Kolkata,MAA → CCU,135,0,No info,9340,55,13.0,11,40
9578,Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,In-flight meal not included,10368,25,4.0,5,30
9579,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,400,1,No info,13626,45,20.0,14,5
9580,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,330,1,In-flight meal not included,9663,0,12.0,6,30
9581,Jet Airways,6/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,1380,2,In-flight meal not included,16389,25,4.0,5,25
9582,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,910,1,No info,10197,0,19.0,3,50
9583,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,450,1,In-flight meal not included,7594,40,4.0,21,10
9584,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,840,1,No info,13817,25,11.0,21,25
9585,Jet Airways,15/04/2019,Banglore,Delhi,BLR → DEL,180,0,No info,7229,45,20.0,17,45
9586,Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,In-flight meal not included,10368,25,4.0,9,40
9587,Air Asia,15/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4282,45,7.0,4,55
9588,Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,1130,2,No info,13292,25,4.0,9,35
9589,Jet Airways,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1025,2,No info,13764,35,12.0,19,30
9590,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,1285,1,No info,12681,20,16.0,18,55
9591,Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,175,0,In-flight meal not included,5198,5,14.0,11,10
9592,Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,735,1,No info,12615,45,19.0,7,30
9593,IndiGo,21/04/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,5644,5,14.0,11,30
9594,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,860,1,In-flight meal not included,11087,15,13.0,22,55
9595,SpiceJet,3/05/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2227,15,0.0,22,45
9596,Jet Airways,18/06/2019,Banglore,Delhi,BLR → DEL,180,0,No info,8016,50,22.0,19,50
9597,SpiceJet,9/05/2019,Banglore,Delhi,BLR → DEL,170,0,No check-in baggage included,4885,20,12.0,9,30
9598,IndiGo,1/04/2019,Kolkata,Banglore,CCU → BLR,165,0,No info,4174,20,12.0,9,35
9599,Air Asia,9/05/2019,Kolkata,Banglore,CCU → BBI → BLR,220,1,No info,5162,30,10.0,6,50
9600,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,360,1,In-flight meal not included,10262,0,19.0,13,0
9601,IndiGo,18/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,4049,45,10.0,9,15
9602,Air India,27/05/2019,Delhi,Cochin,DEL → BOM → COK,1515,1,No info,8372,15,19.0,18,0
9603,IndiGo,12/06/2019,Banglore,Delhi,BLR → DEL,175,0,No info,3419,25,3.0,0,30
9604,IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → COK,265,1,No info,5073,0,12.0,7,35
9605,IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,300,1,No info,6069,0,21.0,16,0
9606,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,425,1,No info,9709,30,15.0,8,25
9607,Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1615,2,No info,13014,35,12.0,9,40
9608,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,560,2,In-flight meal not included,13029,0,19.0,9,40
9609,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,780,1,No info,13937,0,21.0,8,0
9610,SpiceJet,3/03/2019,Delhi,Cochin,DEL → MAA → COK,360,1,No info,11349,55,21.0,15,55
9611,Jet Airways,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1760,2,No info,15129,25,4.0,23,5
9612,SpiceJet,9/06/2019,Chennai,Kolkata,MAA → CCU,135,0,No info,3597,0,12.0,9,45
9613,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1485,1,No info,14388,45,20.0,20,0
9614,Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1585,1,In-flight meal not included,11087,25,10.0,8,0
9615,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1155,1,In-flight meal not included,9663,20,9.0,14,5
9616,Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,No info,13014,25,4.0,5,30
9617,IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3943,50,6.0,4,0
9618,Air India,15/03/2019,Banglore,New Delhi,BLR → COK → DEL,920,1,No info,8845,20,13.0,22,0
9619,Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,960,1,No info,12173,30,12.0,20,30
9620,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,885,1,In-flight meal not included,10262,35,12.0,21,50
9621,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → COK,385,1,No info,7242,10,16.0,9,45
9622,Jet Airways,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,1375,2,No info,13292,25,4.0,5,30
9623,IndiGo,21/03/2019,Banglore,New Delhi,BLR → AMD → DEL,300,1,No info,7708,25,19.0,14,25
9624,Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,8040,15,10.0,8,45
9625,SpiceJet,12/05/2019,Chennai,Kolkata,MAA → CCU,135,0,No info,3597,35,10.0,8,20
9626,SpiceJet,27/05/2019,Kolkata,Banglore,CCU → BLR,150,0,No check-in baggage included,3841,40,19.0,17,10
9627,Air India,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1615,1,No info,10203,25,20.0,17,30
9628,IndiGo,27/04/2019,Delhi,Cochin,DEL → BLR → COK,345,1,No info,7173,45,7.0,2,0
9629,SpiceJet,9/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No check-in baggage included,1965,15,0.0,22,45
9630,IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,305,1,No info,5054,30,1.0,20,25
9631,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,170,0,No info,8855,45,19.0,16,55
9632,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,935,1,No info,27992,20,21.0,5,45
9633,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1500,1,In-flight meal not included,7341,0,18.0,17,0
9634,SpiceJet,3/06/2019,Banglore,Delhi,BLR → DEL,170,0,No check-in baggage included,3919,20,12.0,9,30
9635,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,800,1,No info,12242,25,4.0,15,5
9636,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1730,1,No info,13067,25,14.0,9,35
9637,Jet Airways,24/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,No info,18804,0,19.0,11,40
9638,Air Asia,21/04/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,5645,20,1.0,22,50
9639,IndiGo,24/06/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,3597,55,21.0,19,35
